id,tier,preview,level,category,uk,en,de,pl,es,fr,draw
excavator,full,,1,transport,Екскаватор,Excavator,Bagger,Koparka,Excavadora,Pelleteuse,a yellow excavator
crane,full,,2,transport,Підйомний кран,Crane,Kran,Dźwig,Grúa,Grue,a construction crane
skateboard,full,,2,transport,Скейтборд,Skateboard,Skateboard,Deskorolka,Monopatín,Skateboard,a skateboard
wheel,full,,1,transport,Колесо,Wheel,Rad,Koło,Rueda,Roue,a car wheel
traffic_light,full,,1,transport,Світлофор,Traffic light,Ampel,Światła,Semáforo,Feu tricolore,a traffic light
stroller,full,,1,transport,Візочок,Stroller,Kinderwagen,Wózek,Carrito,Poussette,a baby stroller
parachute,full,,2,transport,Парашут,Parachute,Fallschirm,Spadochron,Paracaídas,Parachute,a colorful parachute
anchor,full,,2,transport,Якір,Anchor,Anker,Kotwica,Ancla,Ancre,a ship anchor
garbage_truck,full,,2,transport,Сміттєвоз,Garbage truck,Müllauto,Śmieciarka,Camión de basura,Camion-poubelle,a green garbage truck
cement_mixer,full,,2,transport,Бетономішалка,Cement mixer,Betonmischer,Betoniarka,Hormigonera,Bétonnière,a cement mixer truck
bulldozer,full,,2,transport,Бульдозер,Bulldozer,Planierraupe,Spychacz,Bulldozer,Bulldozer,a yellow bulldozer
race_car,full,,2,transport,Гоночна машина,Race car,Rennauto,Wyścigówka,Coche de carreras,Voiture de course,a race car with a number
hot_air_balloon,full,,2,transport,Повітряна куля,Hot air balloon,Heißluftballon,Balon na ogrzane powietrze,Globo aerostático,Montgolfière,a striped hot air balloon with a basket
steering_wheel,full,,2,transport,Кермо,Steering wheel,Lenkrad,Kierownica,Volante,Volant,a car steering wheel
canoe,full,,2,transport,Каное,Canoe,Kanu,Kanadyjka,Canoa,Canoë,a red canoe with a paddle
raft,full,,2,transport,Пліт,Raft,Floß,Tratwa,Balsa,Radeau,a wooden raft
ticket,full,,2,transport,Квиток,Ticket,Fahrkarte,Bilet,Billete,Billet,a ticket
compass,full,,2,transport,Компас,Compass,Kompass,Kompas,Brújula,Boussole,a compass
dump_truck,full,,2,transport,Самоскид,Dump truck,Kipper,Wywrotka,Volquete,Camion benne,a dump truck with sand
snowmobile,full,,2,transport,Снігохід,Snowmobile,Schneemobil,Skuter śnieżny,Moto de nieve,Motoneige,a snowmobile
cable_car,full,,2,transport,Канатна дорога,Cable car,Seilbahn,Kolejka linowa,Teleférico,Téléphérique,a cable car cabin over mountains
steam_train,full,,2,transport,Паровоз,Steam train,Dampflok,Parowóz,Locomotora de vapor,Locomotive à vapeur,a steam locomotive with smoke
carriage,full,,2,transport,Карета,Carriage,Kutsche,Kareta,Carruaje,Carrosse,a royal horse-drawn carriage
traffic_cone,full,,2,transport,Конус,Traffic cone,Leitkegel,Pachołek,Cono,Cône,an orange traffic cone
road_sign,full,,2,transport,Дорожній знак,Road sign,Verkehrsschild,Znak drogowy,Señal de tráfico,Panneau,a round road sign on a pole
airship,full,,2,transport,Дирижабль,Airship,Luftschiff,Sterowiec,Dirigible,Dirigeable,an airship in the sky
tricycle,full,,2,transport,Триколісний велосипед,Tricycle,Dreirad,Rowerek trójkołowy,Triciclo,Tricycle,a kid's tricycle
shopping_cart,full,,2,transport,Візок для покупок,Shopping cart,Einkaufswagen,Wózek sklepowy,Carrito de la compra,Chariot,a supermarket shopping cart
paddle,full,,2,transport,Весло,Paddle,Paddel,Wiosło,Remo,Pagaie,a wooden paddle
sun,free,,1,nature,Сонце,Sun,Sonne,Słońce,Sol,Soleil,a smiling yellow sun with rays
moon,free,,1,nature,Місяць,Moon,Mond,Księżyc,Luna,Lune,a yellow crescent moon
star,full,,1,nature,Зірка,Star,Stern,Gwiazda,Estrella,Étoile,a yellow five-pointed star
cloud,full,,1,nature,Хмара,Cloud,Wolke,Chmura,Nube,Nuage,a white fluffy cloud
rain,full,,1,nature,Дощ,Rain,Regen,Deszcz,Lluvia,Pluie,a grey cloud with raindrops
snowflake,full,,1,nature,Сніжинка,Snowflake,Schneeflocke,Płatek śniegu,Copo de nieve,Flocon de neige,a blue snowflake
rainbow,full,yes,1,nature,Веселка,Rainbow,Regenbogen,Tęcza,Arcoíris,Arc-en-ciel,a rainbow arc with clouds at the ends
lightning,full,,2,nature,Блискавка,Lightning,Blitz,Błyskawica,Rayo,Éclair,a yellow lightning bolt from a dark cloud
puddle,full,,1,nature,Калюжа,Puddle,Pfütze,Kałuża,Charco,Flaque,a blue puddle on the ground
mountain,full,,1,nature,Гора,Mountain,Berg,Góra,Montaña,Montagne,a mountain with a snowy top
volcano,full,,1,nature,Вулкан,Volcano,Vulkan,Wulkan,Volcán,Volcan,a volcano erupting
island,full,,2,nature,Острів,Island,Insel,Wyspa,Isla,Île,a small island with a palm tree
waterfall,full,,2,nature,Водоспад,Waterfall,Wasserfall,Wodospad,Cascada,Cascade,a waterfall over rocks
wave,full,,2,nature,Хвиля,Wave,Welle,Fala,Ola,Vague,a curling blue sea wave
fire,full,,1,nature,Вогонь,Fire,Feuer,Ogień,Fuego,Feu,a campfire with flames
stone,full,,1,nature,Камінь,Stone,Stein,Kamień,Piedra,Pierre,a grey stone
planet,full,,2,nature,Планета,Planet,Planet,Planeta,Planeta,Planète,a planet with a ring
globe,full,,2,nature,Глобус,Globe,Globus,Globus,Globo terráqueo,Globe,a desk globe on a stand
cave,full,,2,nature,Печера,Cave,Höhle,Jaskinia,Cueva,Grotte,the entrance of a cave in a rock
iceberg,full,,2,nature,Айсберг,Iceberg,Eisberg,Góra lodowa,Iceberg,Iceberg,an iceberg floating in the sea
stick,full,,1,nature,Палиця,Stick,Stock,Patyk,Palo,Bâton,a wooden stick
log,full,,2,nature,Колода,Log,Baumstamm,Kłoda,Tronco,Bûche,a wooden log
stump,full,,2,nature,Пеньок,Stump,Baumstumpf,Pień,Tocón,Souche,a tree stump
sand,full,,2,nature,Пісок,Sand,Sand,Piasek,Arena,Sable,a pile of sand with a toy spade
snow,full,,1,nature,Сніг,Snow,Schnee,Śnieg,Nieve,Neige,snow falling on a snowy hill
tree,free,,1,nature,Дерево,Tree,Baum,Drzewo,Árbol,Arbre,a green leafy tree
flower,free,,1,nature,Квітка,Flower,Blume,Kwiat,Flor,Fleur,a red flower with a stem and leaves
leaf,full,,1,nature,Листок,Leaf,Blatt,Liść,Hoja,Feuille,a green leaf
rose,full,,2,nature,Троянда,Rose,Rose,Róża,Rosa,Rose,a red rose
sunflower,full,,1,nature,Соняшник,Sunflower,Sonnenblume,Słonecznik,Girasol,Tournesol,a sunflower
tulip,full,,2,nature,Тюльпан,Tulip,Tulpe,Tulipan,Tulipán,Tulipe,a red tulip
dandelion,full,,1,nature,Кульбаба,Dandelion,Löwenzahn,Mlecz,Diente de león,Pissenlit,a yellow dandelion flower
cactus,full,,1,nature,Кактус,Cactus,Kaktus,Kaktus,Cactus,Cactus,a cactus in a pot
palm_tree,full,,1,nature,Пальма,Palm tree,Palme,Palma,Palmera,Palmier,a palm tree with coconuts
grass,full,,1,nature,Трава,Grass,Gras,Trawa,Hierba,Herbe,a tuft of green grass
pine_cone,full,,2,nature,Шишка,Pine cone,Tannenzapfen,Szyszka,Piña de pino,Pomme de pin,a brown pine cone
daisy,full,,1,nature,Ромашка,Daisy,Gänseblümchen,Stokrotka,Margarita,Marguerite,a white daisy with a yellow center
autumn_leaf,full,,2,nature,Кленовий листок,Maple leaf,Ahornblatt,Liść klonu,Hoja de arce,Feuille d'érable,an orange maple leaf
tornado,full,,2,nature,Торнадо,Tornado,Tornado,Tornado,Tornado,Tornade,a grey swirling tornado
icicle,full,,2,nature,Бурулька,Icicle,Eiszapfen,Sopel,Carámbano,Stalactite de glace,icicles hanging from a roof
forest,full,,1,nature,Ліс,Forest,Wald,Las,Bosque,Forêt,a group of trees in a forest
river,full,,1,nature,Річка,River,Fluss,Rzeka,Río,Rivière,a river winding through a meadow
sea,full,,1,nature,Море,Sea,Meer,Morze,Mar,Mer,the sea with waves and a sailboat on the horizon
beach,full,,1,nature,Пляж,Beach,Strand,Plaża,Playa,Plage,a sandy beach with an umbrella
desert,full,,2,nature,Пустеля,Desert,Wüste,Pustynia,Desierto,Désert,a desert with sand dunes and a cactus
crystal,full,,2,nature,Кристал,Crystal,Kristall,Kryształ,Cristal,Cristal,a purple crystal
diamond,full,,2,nature,Діамант,Diamond,Diamant,Diament,Diamante,Diamant,a sparkling diamond
sunset,full,,2,nature,Захід сонця,Sunset,Sonnenuntergang,Zachód słońca,Puesta de sol,Coucher de soleil,the sun setting over the sea
oak,full,,2,nature,Дуб,Oak,Eiche,Dąb,Roble,Chêne,a big oak tree
birch,full,,2,nature,Береза,Birch,Birke,Brzoza,Abedul,Bouleau,a birch tree with white bark
bush,full,,2,nature,Кущ,Bush,Busch,Krzak,Arbusto,Buisson,a round green bush
clover,full,,2,nature,Конюшина,Clover,Klee,Koniczyna,Trébol,Trèfle,a clover with three leaves
poppy,full,,2,nature,Мак,Poppy,Mohn,Mak,Amapola,Coquelicot,a red poppy
sprout,full,,2,nature,Паросток,Sprout,Keimling,Kiełek,Brote,Pousse,a small green sprout in soil
bamboo,full,,2,nature,Бамбук,Bamboo,Bambus,Bambus,Bambú,Bambou,green bamboo stalks
wheat,full,,2,nature,Пшениця,Wheat,Weizen,Pszenica,Trigo,Blé,golden ears of wheat
pond,full,,2,nature,Ставок,Pond,Teich,Staw,Estanque,Étang,a small pond with lily pads
pine,full,,2,nature,Сосна,Pine,Kiefer,Sosna,Pino,Pin,a tall pine tree
lily,full,,2,nature,Лілія,Lily,Lilie,Lilia,Lirio,Lys,a white lily
water_lily,full,,2,nature,Латаття,Water lily,Seerose,Lilia wodna,Nenúfar,Nénuphar,a pink water lily on a leaf
bouquet,full,,2,nature,Букет,Bouquet,Blumenstrauß,Bukiet,Ramo,Bouquet,a bouquet of flowers
wreath,full,,2,nature,Вінок,Flower crown,Blumenkranz,Wianek,Corona de flores,Couronne de fleurs,a crown of wildflowers
fern,full,,2,nature,Папороть,Fern,Farn,Paproć,Helecho,Fougère,a green fern
earth,full,,2,nature,Земля,Earth,Erde,Ziemia,Tierra,Terre,planet Earth from space
branch,full,,2,nature,Гілка,Branch,Ast,Gałąź,Rama,Branche,a tree branch with leaves
lavender,full,,2,nature,Лаванда,Lavender,Lavendel,Lawenda,Lavanda,Lavande,a bunch of purple lavender
willow,full,,2,nature,Верба,Willow,Weide,Wierzba,Sauce,Saule,a weeping willow tree
hand,full,,1,body,Рука,Hand,Hand,Ręka,Mano,Main,an open hand
leg,full,,1,body,Нога,Leg,Bein,Noga,Pierna,Jambe,a child's leg with a sock and shoe
eye,full,,1,body,Око,Eye,Auge,Oko,Ojo,Œil,an eye with eyelashes
nose,full,,1,body,Ніс,Nose,Nase,Nos,Nariz,Nez,a nose
mouth,full,,1,body,Рот,Mouth,Mund,Usta,Boca,Bouche,a smiling mouth
ear,full,,1,body,Вухо,Ear,Ohr,Ucho,Oreja,Oreille,an ear
tooth,full,,1,body,Зуб,Tooth,Zahn,Ząb,Diente,Dent,"a white tooth, smiling"
tongue,full,,2,body,Язик,Tongue,Zunge,Język,Lengua,Langue,a face sticking out its tongue
finger,full,,1,body,Палець,Finger,Finger,Palec,Dedo,Doigt,a hand pointing with one finger
heart,full,,1,body,Серце,Heart,Herz,Serce,Corazón,Cœur,a red heart shape
footprint,full,,2,body,Слід,Footprint,Fußabdruck,Ślad stopy,Huella,Empreinte,a bare footprint
belly,full,,1,body,Живіт,Belly,Bauch,Brzuch,Barriga,Ventre,a child's round belly with a belly button
knee,full,,2,body,Коліно,Knee,Knie,Kolano,Rodilla,Genou,a bent knee with a bandage
face,full,,1,body,Обличчя,Face,Gesicht,Twarz,Cara,Visage,a smiling child's face
beard,full,,2,body,Борода,Beard,Bart,Broda,Barba,Barbe,a man's face with a big beard
mustache,full,,2,body,Вуса,Mustache,Schnurrbart,Wąsy,Bigote,Moustache,a curly mustache
hair,full,,2,body,Волосся,Hair,Haare,Włosy,Pelo,Cheveux,a head of long wavy hair
foot,full,,2,body,Стопа,Foot,Fuß,Stopa,Pie,Pied,a bare foot
skeleton,full,,2,body,Скелет,Skeleton,Skelett,Szkielet,Esqueleto,Squelette,a friendly cartoon skeleton
bone,full,,1,body,Кістка,Bone,Knochen,Kość,Hueso,Os,a dog bone
elbow,full,,2,body,Лікоть,Elbow,Ellbogen,Łokieć,Codo,Coude,a bent arm showing the elbow
neck,full,,2,body,Шия,Neck,Hals,Szyja,Cuello,Cou,a smiling child pointing at their neck
back,full,,2,body,Спина,Back,Rücken,Plecy,Espalda,Dos,a child seen from behind
baby,full,,1,people,Малюк,Baby,Baby,Dzidziuś,Bebé,Bébé,a baby with a pacifier
boy,full,,1,people,Хлопчик,Boy,Junge,Chłopiec,Niño,Garçon,a smiling boy
girl,full,,1,people,Дівчинка,Girl,Mädchen,Dziewczynka,Niña,Fille,a smiling girl
grandma,full,,1,people,Бабуся,Grandma,Oma,Babcia,Abuela,Mamie,a smiling grandmother with glasses
grandpa,full,,1,people,Дідусь,Grandpa,Opa,Dziadek,Abuelo,Papy,a smiling grandfather with a mustache
doctor,full,,1,people,Лікарка,Doctor,Ärztin,Lekarka,Doctora,Médecin,a female doctor with a stethoscope
firefighter,full,,1,people,Пожежник,Firefighter,Feuerwehrmann,Strażak,Bombero,Pompier,a male firefighter in a helmet
police_officer,full,,2,people,Поліцейський,Police officer,Polizist,Policjant,Policía,Policier,a male police officer
chef,full,,1,people,Кухар,Chef,Koch,Kucharz,Cocinero,Cuisinier,a male chef in a white hat
builder,full,,2,people,Будівельник,Builder,Bauarbeiter,Budowlaniec,Albañil,Maçon,a male builder in a hard hat
teacher,full,,1,people,Вчителька,Teacher,Lehrerin,Nauczycielka,Maestra,Maîtresse,a female teacher at a blackboard
astronaut,full,,1,people,Космонавт,Astronaut,Astronaut,Astronauta,Astronauta,Astronaute,an astronaut in a spacesuit
farmer,full,,2,people,Фермер,Farmer,Bauer,Rolnik,Granjero,Fermier,a male farmer in overalls with a pitchfork
artist,full,,2,people,Художниця,Artist,Malerin,Malarka,Pintora,Peintre,a female artist with a palette and brush
clown,full,,1,people,Клоун,Clown,Clown,Klaun,Payaso,Clown,a friendly clown with a red nose
king,full,,1,people,Король,King,König,Król,Rey,Roi,a king with a crown
queen,full,,1,people,Королева,Queen,Königin,Królowa,Reina,Reine,a queen with a crown
princess,full,,1,people,Принцеса,Princess,Prinzessin,Księżniczka,Princesa,Princesse,a princess in a pink dress
knight,full,,2,people,Лицар,Knight,Ritter,Rycerz,Caballero,Chevalier,a knight in armor with a shield
pirate,full,yes,1,people,Пірат,Pirate,Pirat,Pirat,Pirata,Pirate,a friendly pirate with an eye patch
mail_carrier,full,,2,people,Листоноша,Mail carrier,Postbote,Listonosz,Cartero,Facteur,a male mail carrier with a bag of letters
cowboy,full,,2,people,Ковбой,Cowboy,Cowboy,Kowboj,Vaquero,Cow-boy,a cowboy in a hat
ballerina,full,,2,people,Балерина,Ballerina,Ballerina,Baletnica,Bailarina,Ballerine,a ballerina in a tutu
diver,full,,2,people,Водолаз,Diver,Taucher,Nurek,Buzo,Plongeur,a male diver in a mask and flippers
sailor,full,,2,people,Моряк,Sailor,Matrose,Marynarz,Marinero,Marin,a male sailor in a white cap
driver,full,,2,people,Водій,Driver,Fahrer,Kierowca,Conductor,Conducteur,a male bus driver at the wheel
superhero,full,,2,people,Супергерой,Superhero,Superheld,Superbohater,Superhéroe,Super-héros,a generic superhero kid in a cape and mask
gnome,full,,2,people,Гном,Gnome,Zwerg,Krasnal,Gnomo,Gnome,a garden gnome with a red hat
family,full,,2,people,Сім'я,Family,Familie,Rodzina,Familia,Famille,a family of four holding hands
nurse,full,,2,people,Медсестра,Nurse,Krankenschwester,Pielęgniarka,Enfermera,Infirmière,a female nurse in a white uniform
baker,full,,2,people,Пекар,Baker,Bäcker,Piekarz,Panadero,Boulanger,a male baker holding bread
singer,full,,2,people,Співачка,Singer,Sängerin,Piosenkarka,Cantante,Chanteuse,a female singer with a microphone
soccer_player,full,,2,people,Футболіст,Soccer player,Fußballspieler,Piłkarz,Futbolista,Footballeur,a male soccer player kicking a ball
juggler,full,,2,people,Жонглер,Juggler,Jongleur,Żongler,Malabarista,Jongleur,a male juggler with three balls
prince,full,,2,people,Принц,Prince,Prinz,Książę,Príncipe,Prince,a young prince with a small crown
ninja,full,,2,people,Ніндзя,Ninja,Ninja,Ninja,Ninja,Ninja,a friendly kid ninja in a black suit
mom,full,,1,people,Мама,Mom,Mama,Mama,Mamá,Maman,a mother hugging a small child
dad,full,,1,people,Тато,Dad,Papa,Tata,Papá,Papa,a father carrying a child on his shoulders
hairdresser,full,,2,people,Перукарка,Hairdresser,Friseurin,Fryzjerka,Peluquera,Coiffeuse,a female hairdresser with scissors and a comb
gardener,full,,2,people,Садівник,Gardener,Gärtner,Ogrodnik,Jardinero,Jardinier,a male gardener with a watering can
photographer,full,,2,people,Фотограф,Photographer,Fotograf,Fotograf,Fotógrafo,Photographe,a male photographer with a camera
scientist,full,,2,people,Вчений,Scientist,Wissenschaftler,Naukowiec,Científico,Scientifique,a male scientist in a lab coat with a flask
detective,full,,2,people,Детектив,Detective,Detektiv,Detektyw,Detective,Détective,a detective with a hat and a magnifying glass
captain,full,,2,people,Капітан,Captain,Kapitän,Kapitan,Capitán,Capitaine,a ship captain with a white cap
waiter,full,,2,people,Офіціант,Waiter,Kellner,Kelner,Camarero,Serveur,a male waiter carrying a tray
mechanic,full,,2,people,Механік,Mechanic,Mechaniker,Mechanik,Mecánico,Mécanicien,a male mechanic with a wrench
pencil,full,,1,school,Олівець,Pencil,Bleistift,Ołówek,Lápiz,Crayon,a pencil
pen,full,,1,school,Ручка,Pen,Kuli,Długopis,Bolígrafo,Stylo,a pen
book,full,,1,school,Книжка,Book,Buch,Książka,Libro,Livre,an open book
notebook,full,,1,school,Зошит,Notebook,Heft,Zeszyt,Cuaderno,Cahier,a school notebook
scissors,full,,1,school,Ножиці,Scissors,Schere,Nożyczki,Tijeras,Ciseaux,a pair of kids' scissors
glue,full,,2,school,Клей,Glue,Kleber,Klej,Pegamento,Colle,a glue stick
paintbrush,full,,1,school,Пензлик,Paintbrush,Pinsel,Pędzel,Pincel,Pinceau,a paintbrush with paint on the tip
paints,full,,1,school,Фарби,Paints,Wasserfarben,Farby,Pinturas,Peinture,a watercolor paint box
ruler,full,,2,school,Лінійка,Ruler,Lineal,Linijka,Regla,Règle,a ruler
eraser,full,,2,school,Гумка,Eraser,Radiergummi,Gumka,Goma,Gomme,an eraser
chalk,full,,2,school,Крейда,Chalk,Kreide,Kreda,Tiza,Craie,colored chalk sticks
blackboard,full,,2,school,Дошка,Blackboard,Tafel,Tablica,Pizarra,Tableau noir,a school blackboard
bell,full,,1,school,Дзвоник,Bell,Glocke,Dzwonek,Campana,Cloche,a golden bell
envelope,full,,1,school,Конверт,Envelope,Briefumschlag,Koperta,Sobre,Enveloppe,a closed envelope
map,full,,2,school,Карта,Map,Landkarte,Mapa,Mapa,Carte,a folded map
sharpener,full,,2,school,Точилка,Sharpener,Anspitzer,Temperówka,Sacapuntas,Taille-crayon,a pencil sharpener
magnifying_glass,full,,2,school,Лупа,Magnifying glass,Lupe,Lupa,Lupa,Loupe,a magnifying glass
marker,full,,2,school,Фломастер,Marker,Filzstift,Flamaster,Rotulador,Feutre,a colored marker pen
desk,full,,2,school,Парта,Desk,Schulbank,Ławka szkolna,Pupitre,Pupitre,a school desk
microscope,full,,2,school,Мікроскоп,Microscope,Mikroskop,Mikroskop,Microscopio,Microscope,a microscope
calendar,full,,2,school,Календар,Calendar,Kalender,Kalendarz,Calendario,Calendrier,a wall calendar
pencil_case,full,,2,school,Пенал,Pencil case,Federmäppchen,Piórnik,Estuche,Trousse,a pencil case with pencils
abacus,full,,2,school,Рахівниця,Abacus,Abakus,Liczydło,Ábaco,Boulier,a colorful bead abacus
newspaper,full,,2,school,Газета,Newspaper,Zeitung,Gazeta,Periódico,Journal,a folded newspaper
easel,full,,2,school,Мольберт,Easel,Staffelei,Sztaluga,Caballete,Chevalet,a wooden easel with a canvas
palette,full,,2,school,Палітра,Palette,Palette,Paleta,Paleta,Palette,a painter's palette with paint blobs
tape,full,,2,school,Скотч,Tape,Klebeband,Taśma klejąca,Cinta adhesiva,Ruban adhésif,a roll of sticky tape
stapler,full,,2,school,Степлер,Stapler,Hefter,Zszywacz,Grapadora,Agrafeuse,a stapler
paper_clip,full,,2,school,Скріпка,Paper clip,Büroklammer,Spinacz,Clip,Trombone,a paper clip
crayons,full,,2,school,Воскові олівці,Crayons,Wachsmalstifte,Kredki świecowe,Ceras,Crayons de cire,a box of wax crayons
paper,full,,2,school,Папір,Paper,Papier,Papier,Papel,Papier,a stack of white paper sheets
stamp,full,,2,school,Марка,Stamp,Briefmarke,Znaczek,Sello,Timbre,a postage stamp
postcard,full,,2,school,Листівка,Postcard,Postkarte,Pocztówka,Postal,Carte postale,a postcard with a picture
drum,full,,1,music,Барабан,Drum,Trommel,Bęben,Tambor,Tambour,a drum with two sticks
guitar,full,,1,music,Гітара,Guitar,Gitarre,Gitara,Guitarra,Guitare,an acoustic guitar
piano,full,,1,music,Піаніно,Piano,Klavier,Pianino,Piano,Piano,an upright piano
violin,full,,2,music,Скрипка,Violin,Geige,Skrzypce,Violín,Violon,a violin with a bow
trumpet,full,,1,music,Труба,Trumpet,Trompete,Trąbka,Trompeta,Trompette,a golden trumpet
flute,full,,2,music,Сопілка,Flute,Blockflöte,Flet,Flauta,Flûte,a wooden recorder flute
accordion,full,,2,music,Акордеон,Accordion,Akkordeon,Akordeon,Acordeón,Accordéon,an accordion
xylophone,full,,2,music,Ксилофон,Xylophone,Xylophon,Cymbałki,Xilófono,Xylophone,a rainbow xylophone with mallets
harp,full,,2,music,Арфа,Harp,Harfe,Harfa,Arpa,Harpe,a golden harp
music_note,full,,2,music,Нота,Music note,Note,Nuta,Nota,Note,a black music note
tambourine,full,,2,music,Бубон,Tambourine,Tamburin,Tamburyn,Pandereta,Tambourin,a tambourine
maracas,full,,2,music,Маракаси,Maracas,Maracas,Marakasy,Maracas,Maracas,a pair of colorful maracas
saxophone,full,,2,music,Саксофон,Saxophone,Saxophon,Saksofon,Saxofón,Saxophone,a golden saxophone
cello,full,,2,music,Віолончель,Cello,Cello,Wiolonczela,Violonchelo,Violoncelle,a cello
harmonica,full,,2,music,Губна гармошка,Harmonica,Mundharmonika,Harmonijka,Armónica,Harmonica,a harmonica
tuba,full,,2,music,Туба,Tuba,Tuba,Tuba,Tuba,Tuba,a big brass tuba
gong,full,,2,music,Гонг,Gong,Gong,Gong,Gong,Gong,a round gong with a mallet
record,full,,2,music,Платівка,Record,Schallplatte,Płyta winylowa,Disco,Disque,a vinyl record
skis,full,,2,sports,Лижі,Skis,Ski,Narty,Esquís,Skis,a pair of skis with poles
skates,full,,1,sports,Ковзани,Ice skates,Schlittschuhe,Łyżwy,Patines,Patins,a pair of ice skates
tent,full,,1,sports,Намет,Tent,Zelt,Namiot,Tienda de campaña,Tente,a camping tent
medal,full,,1,sports,Медаль,Medal,Medaille,Medal,Medalla,Médaille,a gold medal on a ribbon
trophy,full,,2,sports,Кубок,Trophy,Pokal,Puchar,Trofeo,Coupe,a golden trophy cup
goal,full,,2,sports,Ворота,Goal,Tor,Bramka,Portería,But,a football goal with a net
racket,full,,2,sports,Ракетка,Racket,Schläger,Rakietka,Raqueta,Raquette,a tennis racket
whistle,full,,1,sports,Свисток,Whistle,Pfeife,Gwizdek,Silbato,Sifflet,a whistle on a cord
helmet,full,,2,sports,Шолом,Helmet,Helm,Kask,Casco,Casque,a bike helmet
flag,full,,1,sports,Прапорець,Flag,Fahne,Flaga,Bandera,Drapeau,a red flag on a pole
fishing_rod,full,,2,sports,Вудка,Fishing rod,Angel,Wędka,Caña de pescar,Canne à pêche,a fishing rod with a hook
trampoline,full,,1,sports,Батут,Trampoline,Trampolin,Trampolina,Cama elástica,Trampoline,a round trampoline
target,full,,2,sports,Мішень,Target,Zielscheibe,Tarcza,Diana,Cible,a round target with red rings
soccer_ball,full,,1,sports,Футбольний м'яч,Soccer ball,Fußball,Piłka nożna,Balón de fútbol,Ballon de foot,a black and white soccer ball
basketball,full,,2,sports,Баскетбольний м'яч,Basketball,Basketball,Piłka do koszykówki,Balón de baloncesto,Ballon de basket,an orange basketball
swimming_ring,full,,1,sports,Надувне коло,Swim ring,Schwimmring,Koło do pływania,Flotador,Bouée,an inflatable swim ring
hockey_stick,full,,2,sports,Ключка,Hockey stick,Hockeyschläger,Kij hokejowy,Palo de hockey,Crosse de hockey,a hockey stick and a puck
boxing_gloves,full,,2,sports,Боксерські рукавиці,Boxing gloves,Boxhandschuhe,Rękawice bokserskie,Guantes de boxeo,Gants de boxe,a pair of red boxing gloves
dumbbell,full,,2,sports,Гантеля,Dumbbell,Hantel,Hantla,Mancuerna,Haltère,a dumbbell
flippers,full,,2,sports,Ласти,Flippers,Schwimmflossen,Płetwy,Aletas,Palmes,a pair of swimming flippers
sleeping_bag,full,,2,sports,Спальник,Sleeping bag,Schlafsack,Śpiwór,Saco de dormir,Sac de couchage,a rolled-out sleeping bag
binoculars,full,,1,sports,Бінокль,Binoculars,Fernglas,Lornetka,Prismáticos,Jumelles,a pair of binoculars
deckchair,full,,2,sports,Шезлонг,Deckchair,Liegestuhl,Leżak,Tumbona,Transat,a striped deckchair
snowboard,full,,2,sports,Сноуборд,Snowboard,Snowboard,Snowboard,Snowboard,Snowboard,a snowboard
stopwatch,full,,2,sports,Секундомір,Stopwatch,Stoppuhr,Stoper,Cronómetro,Chronomètre,a stopwatch
life_jacket,full,,2,sports,Рятувальний жилет,Life jacket,Rettungsweste,Kamizelka ratunkowa,Chaleco salvavidas,Gilet de sauvetage,an orange life jacket
hammer,full,,1,tools,Молоток,Hammer,Hammer,Młotek,Martillo,Marteau,a hammer
saw,full,,2,tools,Пилка,Saw,Säge,Piła,Sierra,Scie,a hand saw
nail,full,,2,tools,Цвях,Nail,Nagel,Gwóźdź,Clavo,Clou,a metal nail
screwdriver,full,,2,tools,Викрутка,Screwdriver,Schraubenzieher,Śrubokręt,Destornillador,Tournevis,a screwdriver
shovel,full,,1,tools,Лопата,Shovel,Schaufel,Łopata,Pala,Pelle,a shovel
rake,full,,2,tools,Граблі,Rake,Rechen,Grabie,Rastrillo,Râteau,a garden rake
watering_can,full,,1,tools,Лійка,Watering can,Gießkanne,Konewka,Regadera,Arrosoir,a green watering can
wheelbarrow,full,,2,tools,Тачка,Wheelbarrow,Schubkarre,Taczka,Carretilla,Brouette,a wheelbarrow
ladder,full,,1,tools,Драбина,Ladder,Leiter,Drabina,Escalera de mano,Échelle,a wooden ladder
magnet,full,,2,tools,Магніт,Magnet,Magnet,Magnes,Imán,Aimant,a red horseshoe magnet
flashlight,full,,1,tools,Ліхтарик,Flashlight,Taschenlampe,Latarka,Linterna,Lampe de poche,a flashlight with a beam
rope,full,,2,tools,Мотузка,Rope,Seil,Lina,Cuerda,Corde,a coiled rope
thread,full,,1,tools,Нитки,Thread,Faden,Nici,Hilo,Fil,a spool of thread with a needle
scale,full,,2,tools,Ваги,Scale,Waage,Waga,Balanza,Balance,a kitchen scale
brick,full,,2,tools,Цеглина,Brick,Ziegelstein,Cegła,Ladrillo,Brique,a red brick
toolbox,full,,2,tools,Ящик з інструментами,Toolbox,Werkzeugkasten,Skrzynka na narzędzia,Caja de herramientas,Boîte à outils,a red toolbox
paint_roller,full,,2,tools,Валик,Paint roller,Farbroller,Wałek do malowania,Rodillo de pintura,Rouleau à peinture,a paint roller
drill,full,,2,tools,Дриль,Drill,Bohrmaschine,Wiertarka,Taladro,Perceuse,an electric drill
